"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Income source","Sex","Total population 15 years and over, 2006","Total population 15 years and over, 2016","Number of income recipients, 2005","Number of income recipients, 2015","Median amount (2015 constant dollars), 2005","Median amount (2015 constant dollars), 2015","Median amount (2015 constant dollars), % change"
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","After-tax income","Males",36645,42005,35105,40690,32367,34267,5.9
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","After-tax income","Females",39390,44870,37565,43485,21957,25600,16.6
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Employment income","Both sexes",76030,86875,51900,60275,26102,28200,8.0
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Employment income","Males",36645,42005,26400,30315,33327,33963,1.9
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Employment income","Females",39390,44870,25505,29965,21533,23983,11.4
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Total income","Both sexes",22995,25535,22325,25055,28500,32500,14.0
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Total income","Males",10740,11830,10435,11605,38972,41283,5.9
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Total income","Females",12260,13705,11890,13450,21827,26541,21.6
"939","Parksville","CA","British Columbia","59","",4.8,"00000","After-tax income","Both sexes",22995,25535,22320,25080,26212,29302,11.8
"939","Parksville","CA","British Columbia","59","",4.8,"00000","After-tax income","Males",10740,11830,10435,11620,34608,36561,5.6
"939","Parksville","CA","British Columbia","59","",4.8,"00000","After-tax income","Females",12260,13705,11890,13465,20861,24764,18.7
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Employment income","Both sexes",22995,25535,12445,14495,22231,19008,-14.5
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Employment income","Males",10740,11830,6465,7350,27886,21722,-22.1
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Employment income","Females",12260,13705,5980,7150,17782,17231,-3.1
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Total income","Both sexes",20845,20995,19765,20225,27784,30075,8.2
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Total income","Males",10425,10395,9955,10045,39803,37888,-4.8
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Total income","Females",10420,10595,9810,10185,20128,23798,18.2
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","After-tax income","Both sexes",20845,20995,19760,20245,25888,27486,6.2
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","After-tax income","Males",10425,10395,9955,10065,35158,33857,-3.7
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","After-tax income","Females",10420,10595,9810,10185,19343,22686,17.3
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Employment income","Both sexes",20845,20995,13595,13780,24944,24533,-1.6
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Employment income","Males",10425,10395,7430,7385,35514,29875,-15.9
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Employment income","Females",10420,10595,6165,6395,17431,21011,20.5
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Total income","Both sexes",40310,45830,38600,44475,28843,32732,13.5
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Total income","Males",19230,21725,18550,21105,39718,41978,5.7
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Total income","Females",21080,24110,20045,23370,21626,26507,22.6
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","After-tax income","Both sexes",40310,45830,38585,44540,26484,29441,11.2
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","After-tax income","Males",19230,21725,18540,21135,35202,36976,5.0
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","After-tax income","Females",21080,24110,20045,23405,20654,24578,19.0
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Employment income","Both sexes",40310,45830,26555,31100,24618,23483,-4.6
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Employment income","Males",19230,21725,13550,15700,32456,28275,-12.9
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Employment income","Females",21080,24110,13005,15400,19369,20235,4.5
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Total income","Both sexes",28130,31300,26600,30185,28744,33218,15.6
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Total income","Males",13985,15380,13365,14890,41211,42950,4.2
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Total income","Females",14145,15920,13235,15300,21717,26309,21.1
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","After-tax income","Both sexes",28130,31300,26590,30215,26387,30012,13.7
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","After-tax income","Males",13985,15380,13360,14910,36211,37743,4.2
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","After-tax income","Females",14145,15920,13235,15305,20934,24648,17.7
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Employment income","Both sexes",28130,31300,19880,21980,27784,27793,0.0
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Employment income","Males",13985,15380,10565,11415,40569,37243,-8.2
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Employment income","Females",14145,15920,9320,10570,19964,22343,11.9
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Total income","Both sexes",13595,14180,12930,13775,27874,30563,9.6
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Total income","Males",6640,6955,6435,6770,38830,38637,-0.5
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Total income","Females",6955,7225,6495,7005,21412,24602,14.9
"945","Powell River","CA","British Columbia","59","",5.2,"00000","After-tax income","Both sexes",13595,14180,12910,13780,25975,27963,7.7
"945","Powell River","CA","British Columbia","59","",5.2,"00000","After-tax income","Males",6640,6955,6420,6775,34270,34293,0.1
"945","Powell River","CA","British Columbia","59","",5.2,"00000","After-tax income","Females",6955,7225,6490,7010,20370,23367,14.7
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Employment income","Both sexes",13595,14180,8680,9485,26819,23296,-13.1
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Employment income","Males",6640,6955,4665,5055,35508,26432,-25.6
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Employment income","Females",6955,7225,4010,4430,21181,20883,-1.4
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Total income","Both sexes",15105,14790,14335,14335,29930,34659,15.8
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Total income","Males",7555,7450,7310,7255,42575,48628,14.2
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Total income","Females",7555,7340,7030,7075,22180,26323,18.7
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","After-tax income","Both sexes",15105,14790,14340,14350,27517,31308,13.8
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","After-tax income","Males",7555,7450,7310,7270,37520,42052,12.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","After-tax income","Females",7555,7340,7030,7080,21170,24759,17.0
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Employment income","Both sexes",15105,14790,11175,10965,31325,34610,10.5
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Employment income","Males",7555,7450,6010,5815,47790,52109,9.0
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Employment income","Females",7555,7340,5160,5155,21773,24739,13.6
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Total income","Both sexes",18170,19215,17035,18455,29167,31417,7.7
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Total income","Males",9070,9670,8650,9360,45245,45284,0.1
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Total income","Females",9100,9540,8385,9095,21077,23486,11.4
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","After-tax income","Both sexes",18170,19215,17020,18475,26710,28719,7.5
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","After-tax income","Males",9070,9670,8650,9375,39536,39418,-0.3
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","After-tax income","Females",9100,9540,8370,9100,20277,22446,10.7
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Employment income","Both sexes",18170,19215,12760,13480,33341,30427,-8.7
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Employment income","Males",9070,9670,6930,7275,52154,49638,-4.8
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Employment income","Females",9100,9540,5830,6210,20730,21539,3.9
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Total income","Both sexes",10545,10215,9970,9830,29411,34315,16.7
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Total income","Males",5185,5170,4930,5000,35416,41789,18.0
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Total income","Females",5360,5045,5040,4830,26362,29318,11.2
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","After-tax income","Both sexes",10545,10215,9970,9835,26991,31014,14.9
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","After-tax income","Males",5185,5170,4925,5005,32158,36395,13.2
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","After-tax income","Females",5360,5045,5045,4835,24309,27115,11.5
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Employment income","Both sexes",10545,10215,7650,7755,28415,33402,17.6
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Employment income","Males",5185,5170,3875,4070,36264,42642,17.6
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Employment income","Females",5360,5045,3775,3680,24598,27040,9.9
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Total income","Both sexes",11915,12625,11310,12200,29463,36279,23.1
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Total income","Males",5890,6315,5585,6125,38351,46639,21.6
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Total income","Females",6020,6305,5725,6075,24725,29888,20.9
"965","Terrace","CA","British Columbia","59","",4.2,"00000","After-tax income","Both sexes",11915,12625,11305,12210,27180,32624,20.0
"965","Terrace","CA","British Columbia","59","",4.2,"00000","After-tax income","Males",5890,6315,5590,6130,35334,40239,13.9
"965","Terrace","CA","British Columbia","59","",4.2,"00000","After-tax income","Females",6020,6305,5720,6080,22962,27524,19.9
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Employment income","Both sexes",11915,12625,8590,9560,30866,35176,14.0
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Employment income","Males",5890,6315,4415,4970,41331,47221,14.3
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Employment income","Females",6020,6305,4175,4590,24973,27845,11.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Total income","Both sexes",66500,70050,63580,67460,33288,38108,14.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Total income","Males",33190,34905,31930,33700,47242,50190,6.2
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Total income","Females",33305,35145,31645,33760,24008,29844,24.3
"970","Prince George","CA","British Columbia","59","",4.1,"00000","After-tax income","Both sexes",66500,70050,63545,67535,30061,33886,12.7
"970","Prince George","CA","British Columbia","59","",4.1,"00000","After-tax income","Males",33190,34905,31920,33760,40730,42994,5.6
"970","Prince George","CA","British Columbia","59","",4.1,"00000","After-tax income","Females",33305,35145,31620,33785,22659,27364,20.8
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Employment income","Both sexes",66500,70050,51515,54085,34990,37123,6.1
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Employment income","Males",33190,34905,27135,28235,49725,50457,1.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Employment income","Females",33305,35145,24380,25855,24379,28542,17.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Total income","Both sexes",8615,9460,8350,9185,31795,40303,26.8
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Total income","Males",4135,4655,4050,4530,43778,55782,27.4
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Total income","Females",4480,4810,4305,4655,23993,31000,29.2
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","After-tax income","Both sexes",8615,9460,8345,9185,29062,35755,23.0
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","After-tax income","Males",4135,4655,4040,4530,38975,47680,22.3
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","After-tax income","Females",4480,4810,4305,4655,22821,28533,25.0
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Employment income","Both sexes",8615,9460,6695,7600,33377,41037,22.9
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Employment income","Males",4135,4655,3500,3945,43775,56759,29.7
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Employment income","Females",4480,4810,3195,3655,24671,30029,21.7
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Total income","Both sexes",19480,21930,18895,21235,38502,49672,29.0
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Total income","Males",10130,11335,9920,11050,56097,71557,27.6
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Total income","Females",9350,10585,8975,10185,24662,34338,39.2
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","After-tax income","Both sexes",19480,21930,18895,21255,34167,42967,25.8
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","After-tax income","Males",10130,11335,9920,11070,47371,58702,23.9
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","After-tax income","Females",9350,10585,8970,10190,23015,31145,35.3
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Employment income","Both sexes",19480,21930,16615,18575,39261,49740,26.7
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Employment income","Males",10130,11335,9205,10125,56051,70752,26.2
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Employment income","Females",9350,10585,7410,8450,24961,33448,34.0
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","Total income","Both sexes",18235,22660,17515,21965,40607,48956,20.6
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","Total income","Males",8910,11075,8525,10730,43974,53177,20.9
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","Total income","Females",9325,11580,8995,11240,37446,45574,21.7
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","After-tax income","Both sexes",18235,22660,17515,21970,36555,43760,19.7
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","After-tax income","Males",8910,11075,8520,10730,38564,46966,21.8
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","After-tax income","Females",9325,11580,8995,11240,33771,41216,22.0
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","Employment income","Both sexes",18235,22660,15225,18895,40352,46825,16.0
"990","Whitehorse","CA","Yukon","60","",5.2,"00100","Employment income","Males",8910,11075,7540,9335,43169,50259,16.4
