"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Income source","Sex","Total population 15 years and over, 2006","Total population 15 years and over, 2016","Number of income recipients, 2005","Number of income recipients, 2015","Median amount (2015 constant dollars), 2005","Median amount (2015 constant dollars), 2015","Median amount (2015 constant dollars), % change"
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","Total income","Males",18385,20330,17815,19410,39194,47779,21.9
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","Total income","Females",18295,20245,17560,19295,23077,28698,24.4
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","After-tax income","Both sexes",36680,40570,35375,38715,27126,33442,23.3
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","After-tax income","Males",18385,20330,17820,19410,35256,42000,19.1
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","After-tax income","Females",18295,20245,17560,19310,22182,26794,20.8
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","Employment income","Both sexes",36680,40570,28485,30270,27721,33684,21.5
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","Employment income","Males",18385,20330,15080,15940,36452,44235,21.4
"4805","Division No.  5","Census division","Alberta","48",6.1,"00000","Employment income","Females",18295,20245,13400,14330,21227,25797,21.5
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","Total income","Both sexes",932960,1197300,897070,1137675,36253,43833,20.9
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","Total income","Males",462905,594890,447660,565520,46190,54150,17.2
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","Total income","Females",470060,602410,449410,572150,28512,35311,23.8
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","After-tax income","Both sexes",932960,1197300,896665,1137925,32401,38895,20.0
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","After-tax income","Males",462905,594890,447415,565595,39783,46581,17.1
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","After-tax income","Females",470060,602410,449245,572330,26221,32153,22.6
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","Employment income","Both sexes",932960,1197300,747790,926435,36903,43699,18.4
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","Employment income","Males",462905,594890,391505,482160,46524,53420,14.8
"4806","Division No.  6","Census division","Alberta","48",3.9,"00000","Employment income","Females",470060,602410,356285,444275,29185,35361,21.2
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","Total income","Both sexes",30000,31310,29175,30235,30937,40034,29.4
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","Total income","Males",15285,15885,15025,15385,43893,54169,23.4
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","Total income","Females",14710,15435,14155,14855,22392,30050,34.2
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","After-tax income","Both sexes",30000,31310,29175,30240,28410,36116,27.1
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","After-tax income","Males",15285,15885,15030,15385,38334,46482,21.3
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","After-tax income","Females",14710,15435,14145,14855,21514,27913,29.7
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","Employment income","Both sexes",30000,31310,23875,24545,28992,35939,24.0
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","Employment income","Males",15285,15885,13065,13150,41982,49560,18.1
"4807","Division No.  7","Census division","Alberta","48",4.7,"00000","Employment income","Females",14710,15435,10805,11395,20639,26315,27.5
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","Total income","Both sexes",136505,163655,132060,156870,33163,40754,22.9
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","Total income","Males",68155,81455,66455,78135,46062,54779,18.9
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","Total income","Females",68355,82205,65610,78735,24484,31047,26.8
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","After-tax income","Both sexes",136505,163655,132050,156910,29972,36529,21.9
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","After-tax income","Males",68155,81455,66430,78145,39621,46918,18.4
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","After-tax income","Females",68355,82205,65620,78765,23082,28694,24.3
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","Employment income","Both sexes",136505,163655,108495,125545,32972,39171,18.8
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","Employment income","Males",68155,81455,57570,65695,46312,53202,14.9
"4808","Division No.  8","Census division","Alberta","48",5.1,"00000","Employment income","Females",68355,82205,50925,59850,23292,29313,25.9
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","Total income","Both sexes",15640,16205,15105,15475,29863,36039,20.7
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","Total income","Males",7975,8145,7770,7770,43160,53094,23.0
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","Total income","Females",7670,8060,7335,7705,21054,25792,22.5
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","After-tax income","Both sexes",15640,16205,15095,15480,27490,32835,19.4
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","After-tax income","Males",7975,8145,7760,7775,37979,45975,21.1
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","After-tax income","Females",7670,8060,7335,7705,20190,24544,21.6
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","Employment income","Both sexes",15640,16205,12260,12240,30075,34570,14.9
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","Employment income","Males",7975,8145,6760,6525,43992,52087,18.4
"4809","Division No.  9","Census division","Alberta","48",6.2,"00100","Employment income","Females",7670,8060,5495,5715,20469,23661,15.6
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","Total income","Both sexes",67195,75520,64860,72455,30487,40176,31.8
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","Total income","Males",33380,37775,32475,36290,40969,54160,32.2
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","Total income","Females",33810,37745,32385,36170,23127,30594,32.3
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","After-tax income","Both sexes",67195,75520,64840,72460,28192,36056,27.9
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","After-tax income","Males",33380,37775,32480,36290,35927,46459,29.3
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","After-tax income","Females",33810,37745,32365,36175,22276,28384,27.4
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","Employment income","Both sexes",67195,75520,51145,57640,30381,38307,26.1
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","Employment income","Males",33380,37775,27325,30645,40834,51919,27.1
"4810","Division No. 10","Census division","Alberta","48",4.7,"00000","Employment income","Females",33810,37745,23820,26990,21999,28549,29.8
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","Total income","Both sexes",865720,1089035,833730,1036860,34377,43644,27.0
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","Total income","Males",427030,542890,413685,517410,45388,55806,23.0
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","Total income","Females",438690,546145,420045,519450,26119,34009,30.2
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","After-tax income","Both sexes",865720,1089035,833520,1037105,30907,38702,25.2
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","After-tax income","Males",427030,542890,413485,517455,39307,47723,21.4
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","After-tax income","Females",438690,546145,420035,519655,24465,31092,27.1
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","Employment income","Both sexes",865720,1089035,674065,841380,35528,44283,24.6
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","Employment income","Males",427030,542890,351540,441720,47030,55861,18.8
"4811","Division No. 11","Census division","Alberta","48",4.4,"00000","Employment income","Females",438690,546145,322525,399655,26950,34531,28.1
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","Total income","Both sexes",45050,51145,43315,48730,29026,41938,44.5
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","Total income","Males",23010,26095,22345,24915,42724,59102,38.3
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","Total income","Females",22035,25050,20970,23815,21539,31104,44.4
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","After-tax income","Both sexes",45050,51145,43315,48745,26890,37513,39.5
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","After-tax income","Males",23010,26095,22340,24920,37550,50152,33.6
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","After-tax income","Females",22035,25050,20975,23825,20731,28846,39.1
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","Employment income","Both sexes",45050,51145,34940,39645,30185,41734,38.3
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","Employment income","Males",23010,26095,19000,21360,45133,58900,30.5
"4812","Division No. 12","Census division","Alberta","48",5.8,"20100","Employment income","Females",22035,25050,15935,18290,21091,30466,44.5
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","Total income","Both sexes",52370,56135,50255,53805,28503,37484,31.5
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","Total income","Males",26845,28795,25980,27750,40533,51162,26.2
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","Total income","Females",25530,27340,24275,26060,21501,27720,28.9
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","After-tax income","Both sexes",52370,56135,50245,53820,26409,33962,28.6
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","After-tax income","Males",26845,28795,25970,27750,36086,44578,23.5
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","After-tax income","Females",25530,27340,24270,26070,20627,25971,25.9
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","Employment income","Both sexes",52370,56135,39710,42385,28879,36110,25.0
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","Employment income","Males",26845,28795,21820,23055,41344,51002,23.4
"4813","Division No. 13","Census division","Alberta","48",4.9,"00000","Employment income","Females",25530,27340,17885,19330,20726,26395,27.4
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Total income","Both sexes",21780,23320,21145,22415,33148,42798,29.1
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Total income","Males",11345,12080,11120,11685,54920,65460,19.2
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Total income","Females",10435,11240,10025,10740,21653,28741,32.7
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","After-tax income","Both sexes",21780,23320,21150,22425,29726,37928,27.6
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","After-tax income","Males",11345,12080,11125,11680,46682,54425,16.6
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","After-tax income","Females",10435,11240,10025,10740,20717,26646,28.6
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Employment income","Both sexes",21780,23320,17645,18360,35475,43339,22.2
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Employment income","Males",11345,12080,9785,10055,57761,67664,17.1
"4814","Division No. 14","Census division","Alberta","48",3.6,"00000","Employment income","Females",10435,11240,7860,8305,20985,28261,34.7
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Total income","Both sexes",26365,28830,25670,27830,32237,38701,20.1
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Total income","Males",13400,14555,13090,14055,38040,46812,23.1
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Total income","Females",12970,14275,12580,13770,26830,32700,21.9
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","After-tax income","Both sexes",26365,28830,25665,27840,29320,34607,18.0
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","After-tax income","Males",13400,14555,13090,14055,33850,41004,21.1
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","After-tax income","Females",12970,14275,12575,13780,24939,29786,19.4
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Employment income","Both sexes",26365,28830,21100,22590,31007,34682,11.9
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Employment income","Males",13400,14555,11085,11735,36228,41072,13.4
"4815","Division No. 15","Census division","Alberta","48",14.6,"01200","Employment income","Females",12970,14275,10010,10850,25592,29303,14.5
