"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Additional province code","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",4725,5805,875,745,18.5,12.8,-5.7
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",56855,62185,7900,7380,13.9,11.9,-2.0
"938","Nanaimo","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",14800,20855,535,500,3.6,2.4,-1.2
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",25965,27985,3110,3550,12.0,12.7,0.7
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3845,3155,645,585,16.8,18.5,1.7
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",870,845,155,145,17.8,17.2,-0.6
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",13550,12935,1870,1805,13.8,14.0,0.2
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",8570,11895,595,1160,6.9,9.8,2.9
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",25960,27985,1745,1375,6.7,4.9,-1.8
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3840,3155,385,250,10.0,7.9,-2.1
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",870,845,115,45,13.2,5.3,-7.9
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",13550,12935,1245,975,9.2,7.5,-1.7
"939","Parksville","CA","British Columbia","59","",4.8,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",8575,11895,115,155,1.3,1.3,0.0
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",24370,24025,4405,4875,18.1,20.3,2.2
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5105,4330,1295,1270,25.4,29.3,3.9
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1265,1300,370,445,29.2,34.2,5.0
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",15085,14005,2675,2815,17.7,20.1,2.4
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4180,5690,435,790,10.4,13.9,3.5
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",24360,24030,2110,2270,8.7,9.4,0.7
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5100,4330,460,510,9.0,11.8,2.8
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1260,1295,90,180,7.1,13.9,6.8
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",15085,14005,1570,1655,10.4,11.8,1.4
"940","Port Alberni","CA","British Columbia","59","",4.9,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4180,5695,80,105,1.9,1.8,-0.1
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",47720,52905,7610,8210,15.9,15.5,-0.4
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",9675,8915,1980,1960,20.5,22.0,1.5
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2595,2685,620,680,23.9,25.3,1.4
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",29055,30075,4785,4630,16.5,15.4,-1.1
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",8990,13910,840,1620,9.3,11.6,2.3
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",47705,52905,5100,4225,10.7,8.0,-2.7
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",9655,8915,1100,960,11.4,10.8,-0.6
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2595,2690,395,350,15.2,13.0,-2.2
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",29055,30075,3625,2980,12.5,9.9,-2.6
"943","Courtenay","CA","British Columbia","59","",4.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",8995,13910,375,290,4.2,2.1,-2.1
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",33395,36255,5215,5385,15.6,14.9,-0.7
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",7615,6860,1705,1440,22.4,21.0,-1.4
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1905,2110,450,485,23.6,23.0,-0.6
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",21420,21985,3175,3020,14.8,13.7,-1.1
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",4360,7410,330,925,7.6,12.5,4.9
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",33395,36250,3645,2960,10.9,8.2,-2.7
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",7620,6860,1020,765,13.4,11.2,-2.2
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1905,2115,300,260,15.7,12.3,-3.4
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",21415,21980,2485,2030,11.6,9.2,-2.4
"944","Campbell River","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",4360,7410,140,160,3.2,2.2,-1.0
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",16145,16340,2400,2825,14.9,17.3,2.4
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3305,2695,540,600,16.3,22.3,6.0
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",770,810,185,175,24.0,21.6,-2.4
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9750,9350,1500,1605,15.4,17.2,1.8
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",3095,4295,355,620,11.5,14.4,2.9
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",16145,16340,1390,1160,8.6,7.1,-1.5
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3310,2695,270,190,8.2,7.1,-1.1
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",770,810,105,60,13.6,7.4,-6.2
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9745,9350,1100,880,11.3,9.4,-1.9
"945","Powell River","CA","British Columbia","59","",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3095,4295,30,90,1.0,2.1,1.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",17985,17305,2495,2390,13.9,13.8,-0.1
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4295,3535,890,635,20.7,18.0,-2.7
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1165,1170,300,245,25.8,20.9,-4.9
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",11685,10855,1420,1320,12.2,12.2,0.0
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",2010,2915,185,440,9.2,15.1,5.9
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",17965,17305,1545,995,8.6,5.7,-2.9
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4275,3535,560,250,13.1,7.1,-6.0
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1165,1170,185,85,15.9,7.3,-8.6
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",11680,10855,975,710,8.3,6.5,-1.8
"950","Williams Lake","CA","British Columbia","59","",5.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2005,2915,10,35,0.5,1.2,0.7
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",21935,22655,3460,3860,15.8,17.0,1.2
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",5065,4455,970,935,19.2,21.0,1.8
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1310,1315,260,290,19.8,22.1,2.3
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",14110,14020,1970,2120,14.0,15.1,1.1
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",2765,4185,520,800,18.8,19.1,0.3
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",21920,22650,1830,1520,8.3,6.7,-1.6
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",5050,4455,520,355,10.3,8.0,-2.3
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1300,1315,175,100,13.5,7.6,-5.9
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",14110,14015,1265,1070,9.0,7.6,-1.4
"952","Quesnel","CA","British Columbia","59","",4.5,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2765,4185,45,95,1.6,2.3,0.7
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",13205,12515,2830,2205,21.4,17.6,-3.8
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3380,2780,1060,720,31.4,25.9,-5.5
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",920,830,345,225,37.5,27.1,-10.4
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",8455,8025,1555,1210,18.4,15.1,-3.3
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",1370,1715,215,270,15.7,15.7,0.0
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",13160,12515,1715,885,13.0,7.1,-5.9
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3335,2775,725,255,21.7,9.2,-12.5
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",900,835,280,75,31.1,9.0,-22.1
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",8455,8020,985,600,11.6,7.5,-4.1
"955","Prince Rupert","CA","British Columbia","59","",4.5,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1370,1715,0,30,0.0,1.7,
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",15160,15375,2665,2100,17.6,13.7,-3.9
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4090,3395,925,670,22.6,19.7,-2.9
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1060,1130,240,250,22.6,22.1,-0.5
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",9560,9780,1525,1130,16.0,11.6,-4.4
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1510,2200,215,300,14.2,13.6,-0.6
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",15160,15375,1625,910,10.7,5.9,-4.8
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4080,3395,550,245,13.5,7.2,-6.3
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1060,1130,160,80,15.1,7.1,-8.0
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",9565,9780,1040,640,10.9,6.5,-4.4
"965","Terrace","CA","British Columbia","59","",4.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1510,2195,40,25,2.6,1.1,-1.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",82300,85030,11050,10745,13.4,12.6,-0.8
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",19705,18130,3410,3045,17.3,16.8,-0.5
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",5650,5845,1150,1115,20.4,19.1,-1.3
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",54935,55390,6685,6245,12.2,11.3,-0.9
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",7660,11505,965,1455,12.6,12.6,0.0
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",82270,85030,8190,6430,10.0,7.6,-2.4
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",19675,18130,2250,1640,11.4,9.0,-2.4
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",5645,5845,795,600,14.1,10.3,-3.8
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",54935,55390,5550,4565,10.1,8.2,-1.9
"970","Prince George","CA","British Columbia","59","",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7660,11505,390,225,5.1,2.0,-3.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",10895,11785,1540,1490,14.1,12.6,-1.5
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",2770,2720,475,435,17.1,16.0,-1.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",890,1065,175,190,19.7,17.8,-1.9
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",6870,7735,825,840,12.0,10.9,-1.1
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",1260,1325,245,210,19.4,15.8,-3.6
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",10890,11785,830,805,7.6,6.8,-0.8
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",2765,2720,195,230,7.1,8.5,1.4
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",895,1060,90,105,10.1,9.9,-0.2
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",6865,7735,620,560,9.0,7.2,-1.8
"975","Dawson Creek","CA","British Columbia","59","",6.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",1260,1325,10,20,0.8,1.5,0.7
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",25000,27985,2300,2040,9.2,7.3,-1.9
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6675,7095,690,650,10.3,9.2,-1.1
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2285,2575,235,260,10.3,10.1,-0.2
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",16800,18855,1365,1110,8.1,5.9,-2.2
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",1520,2035,245,280,16.1,13.8,-2.3
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",24980,27985,1540,1090,6.2,3.9,-2.3
"977","Fort St. John","CA","British Columbia","59","",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6660,7095,445,315,6.7,4.4,-2.3
