"Geographic code","Geographic name","Geographic type","Geographic name, Province or territory","Geographic code, Province or territory","Global non-response rate","Data quality flag","Low-income concepts","Age groups","Population in private households for income status, 2006","Population in private households for income status, 2016","Number of persons in low income, 2005","Number of persons in low income, 2015","Prevalence of low income (%), 2005","Prevalence of low income (%), 2015","Prevalence of low income (%), Difference"
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2235,2390,595,590,26.6,24.7,-1.9
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",25830,25490,4520,3905,17.5,15.3,-2.2
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",5180,9060,520,1300,10.0,14.3,4.3
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",39870,42255,4680,3565,11.7,8.4,-3.3
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",8865,7700,1230,875,13.9,11.4,-2.5
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2235,2390,390,310,17.4,13.0,-4.4
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",25830,25490,3270,2475,12.7,9.7,-3.0
"5924","Strathcona","Regional district","British Columbia","59",5.2,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5180,9060,180,210,3.5,2.3,-1.2
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",58445,65130,9185,9890,15.7,15.2,-0.5
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",12000,11165,2400,2375,20.0,21.3,1.3
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3175,3395,755,795,23.8,23.4,-0.4
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",36175,37835,5810,5600,16.1,14.8,-1.3
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",10265,16130,980,1915,9.5,11.9,2.4
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",58430,65135,5670,4940,9.7,7.6,-2.1
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",11985,11160,1210,1105,10.1,9.9,-0.2
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3175,3400,435,380,13.7,11.2,-2.5
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",36175,37840,4055,3525,11.2,9.3,-1.9
"5926","Comox Valley","Regional district","British Columbia","59",4.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",10265,16130,400,315,3.9,2.0,-1.9
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",18510,18885,3235,3625,17.5,19.2,1.7
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",3670,2965,720,695,19.6,23.4,3.8
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",850,890,235,200,27.6,22.5,-5.1
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",11325,10780,2080,2100,18.4,19.5,1.1
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",3520,5145,435,825,12.4,16.0,3.6
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",18500,18885,1730,1470,9.4,7.8,-1.6
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",3655,2965,310,220,8.5,7.4,-1.1
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",850,890,115,65,13.5,7.3,-6.2
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",11330,10775,1390,1135,12.3,10.5,-1.8
"5927","Powell River","Regional district","British Columbia","59",6.8,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",3520,5140,30,115,0.9,2.2,1.3
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",26315,28695,4135,4870,15.7,17.0,1.3
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",4975,4190,925,920,18.6,22.0,3.4
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",1160,1250,325,285,28.0,22.8,-5.2
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",16125,16100,2645,2805,16.4,17.4,1.0
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",5210,8410,570,1145,10.9,13.6,2.7
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",26295,28695,2045,2120,7.8,7.4,-0.4
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",4960,4190,355,360,7.2,8.6,1.4
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",1155,1255,115,120,10.0,9.6,-0.4
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",16130,16100,1620,1575,10.0,9.8,-0.2
"5929","Sunshine Coast","Regional district","British Columbia","59",6.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",5205,8410,70,180,1.3,2.1,0.8
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",31650,38405,4340,4345,13.7,11.3,-2.4
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",6805,7780,1210,1000,17.8,12.9,-4.9
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2220,2885,475,325,21.4,11.3,-10.1
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",22525,26745,2805,2910,12.5,10.9,-1.6
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",2315,3875,325,430,14.0,11.1,-2.9
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",31650,38405,3120,2765,9.9,7.2,-2.7
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",6810,7780,675,445,9.9,5.7,-4.2
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2225,2885,265,125,11.9,4.3,-7.6
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",22530,26750,2365,2235,10.5,8.4,-2.1
"5931","Squamish-Lillooet","Regional district","British Columbia","59",9.3,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",2315,3880,80,90,3.5,2.3,-1.2
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",114955,122085,16620,17055,14.5,14.0,-0.5
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",23900,22455,4340,3805,18.2,16.9,-1.3
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",6605,7195,1390,1305,21.0,18.1,-2.9
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",73775,76225,10545,9915,14.3,13.0,-1.3
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",17280,23405,1735,3340,10.0,14.3,4.3
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",114910,122090,11465,9395,10.0,7.7,-2.3
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",23855,22450,2850,1870,11.9,8.3,-3.6
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",6605,7200,945,625,14.3,8.7,-5.6
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",73775,76230,7975,7045,10.8,9.2,-1.6
"5933","Thompson-Nicola","Regional district","British Columbia","59",6.0,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",17280,23405,650,485,3.8,2.1,-1.7
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",151685,180125,19625,22535,12.9,12.5,-0.4
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",30520,32245,4975,4925,16.3,15.3,-1.0
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",8630,9865,1620,1575,18.8,16.0,-2.8
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",94190,112890,12155,13360,12.9,11.8,-1.1
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",26980,34990,2495,4255,9.2,12.2,3.0
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",151635,180125,14415,13685,9.5,7.6,-1.9
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",30470,32245,3340,2760,11.0,8.6,-2.4
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",8630,9865,1085,845,12.6,8.6,-4.0
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",94190,112890,10125,10090,10.7,8.9,-1.8
"5935","Central Okanagan","Regional district","British Columbia","59",4.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",26980,34990,955,835,3.5,2.4,-1.1
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",72665,78735,11410,11890,15.7,15.1,-0.6
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",15370,14515,3100,2625,20.2,18.1,-2.1
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3915,4470,810,835,20.7,18.7,-2.0
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",44235,46660,6530,6545,14.8,14.0,-0.8
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",13055,17550,1780,2720,13.6,15.5,1.9
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",72655,78735,6605,5620,9.1,7.1,-2.0
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",15360,14515,1750,1205,11.4,8.3,-3.1
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3915,4470,430,340,11.0,7.6,-3.4
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",44235,46660,4365,4020,9.9,8.6,-1.3
"5937","North Okanagan","Regional district","British Columbia","59",5.1,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",13060,17555,485,395,3.7,2.3,-1.4
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","Total - Age groups",48390,49570,7360,7350,15.2,14.8,-0.4
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 17 years",9630,8365,1865,1520,19.4,18.2,-1.2
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","0 to 5 years",2535,2690,465,515,18.3,19.1,0.8
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","18 to 64 years",30015,29560,4405,4115,14.7,13.9,-0.8
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income measure, after-tax (LIM-AT)","65 years and over",8740,11640,1090,1720,12.5,14.8,2.3
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",48340,49570,3190,2800,6.6,5.6,-1.0
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",9580,8370,695,505,7.3,6.0,-1.3
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",2520,2690,200,160,7.9,5.9,-2.0
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",30015,29555,2360,2075,7.9,7.0,-0.9
"5939","Columbia-Shuswap","Regional district","British Columbia","59",6.6,"00000","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",8745,11640,140,215,1.6,1.8,0.2
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income measure, after-tax (LIM-AT)","Total - Age groups",58275,58345,9550,9790,16.4,16.8,0.4
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income measure, after-tax (LIM-AT)","0 to 17 years",13000,10970,2620,2240,20.2,20.4,0.2
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income measure, after-tax (LIM-AT)","0 to 5 years",3345,3350,755,725,22.6,21.6,-1.0
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income measure, after-tax (LIM-AT)","18 to 64 years",37505,35455,5695,5405,15.2,15.2,0.0
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income measure, after-tax (LIM-AT)","65 years and over",7765,11925,1235,2150,15.9,18.0,2.1
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","Total - Age groups",58240,58345,5120,3795,8.8,6.5,-2.3
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 17 years",12965,10970,1460,855,11.3,7.8,-3.5
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","0 to 5 years",3335,3355,485,260,14.5,7.7,-6.8
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","18 to 64 years",37505,35455,3510,2710,9.4,7.6,-1.8
"5941","Cariboo","Regional district","British Columbia","59",5.7,"00100","Low-income cut-offs, after-tax (LICO-AT)","65 years and over",7765,11925,155,230,2.0,1.9,-0.1
